SENTENCE,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
There would be no geographical boundaries and where the communication and software adaptability among employees is going to be crucial,0,0,0.0,0.0,20,25.0,63.6,20,7,20,49,0,5.75
The symbol of power will be less visible and the decentralization of power in the office will be prominent,1,0,0.9999990000010001,0.05263157617728546,19,21.052631578947366,50.82105263157895,19,4,19,33,0,4.631578947368421
There will be more egalitarianism in companies,0,0,0.0,0.0,7,14.285714285714285,24.114285714285714,7,2,7,18,0,5.714285714285714
The corporates will think much more about office space,0,0,0.0,0.0,9,22.22222222222222,30.488888888888894,9,3,9,18,0,5.111111111111111
Rather than expending too much on physical infrastructure the online infrastructure will always be in their hindsight,0,0,0.0,0.0,17,23.52941176470588,56.21176470588236,17,4,17,35,0,5.9411764705882355
The impact would be more prudent in small and mid-sized businesses,1,0,0.9999990000010001,0.09090908264462885,11,0.0,26.400000000000002,11,2,11,20,0,5.090909090909091
The physical offices itself might disappear from such businesses,0,0,0.0,0.0,9,11.11111111111111,30.044444444444448,9,3,9,19,0,6.222222222222222
But its not going to be easy for companies,1,0,0.9999990000010001,0.11111109876543349,9,0.0,16.8,9,1,9,14,0,3.7777777777777777
The security and confidentiality of the authentic information going out of the offices building are going to be the largest concern in the new normal world,1,1,0.0,0.07692307396449716,26,19.230769230769234,69.6923076923077,26,6,26,51,0,5.0
There would be no surprise if a lot of start-ups will bloom in the near future providing software for security for the data and information of the companies,1,0,0.9999990000010001,0.035714284438775556,28,21.428571428571427,70.97142857142858,28,7,28,51,0,4.607142857142857
Also travel is going to be reduced,0,0,0.0,0.0,7,0.0,13.600000000000001,7,1,7,12,0,4.0
So the major component of CTC where the companies fooling the employees must find the other way,0,0,0.0,0.0,17,11.76470588235294,42.70588235294118,17,4,17,29,0,4.647058823529412
The second change is going to be struck down on employees,0,1,-0.9999990000010001,0.09090908264462885,11,0.0,22.8,11,1,11,17,0,4.2727272727272725
Already many of the companies and start-ups are reducing the workforce,0,0,0.0,0.0,11,27.27272727272727,38.90909090909091,11,4,11,22,0,5.454545454545454
It is expected that new normal offices would work with an 80% workforce of that of the current workforce,1,0,0.9999990000010001,0.04999999750000012,20,10.0,45.6,20,4,20,29,0,4.3
Automation is on the verge,0,0,0.0,0.0,5,20.0,18.400000000000002,5,1,5,11,0,4.4
Due to safety reasons the companies are going to be more and more leaned towards automation with a minimal touch of human possible,0,0,0.0,0.0,23,17.391304347826086,58.95652173913044,23,6,23,48,0,4.695652173913044
This might result in a loss of jobs in some sectors but it will also create new jobs in the automation sector,0,1,-0.9999990000010001,0.045454543388429844,22,9.090909090909092,47.23636363636364,22,2,22,34,0,4.0
It was evident from before pandemic too but now the velocity for the same would be increased,0,0,0.0,0.0,17,23.52941176470588,46.21176470588236,17,5,17,31,0,4.470588235294118
In the new normal tech-enabled world the job which would be at stake dominantly would be managers managers,0,0,0.0,0.0,18,16.666666666666664,49.06666666666666,18,4,18,31,0,4.944444444444445
The IT firms have started firing the vice presidents and assistant vice presidents who draw hefty salaries but dont really drive the business,0,3,-0.9999996666667778,0.1304347769376184,23,17.391304347826086,63.35652173913044,23,5,23,41,0,5.173913043478261
In the designation-less set up in the near future accelerated by Pandemic they automatically become redundant,0,1,-0.9999990000010001,0.06249999609375024,16,37.5,58.6,16,7,16,38,0,5.875
For the first time the employees might be given jobs that would require more than the standard jobs,0,0,0.0,0.0,18,5.555555555555555,41.82222222222222,18,2,18,29,0,4.555555555555555
Also when the workforce in the company would be less in the company the employees might be given the option of working for extra time or working on the weekends and would be incentivized for the same rather than employing more staff and paying them full salary,0,0,0.0,0.0,47,8.51063829787234,107.40425531914894,47,6,47,77,0,4.553191489361702
It is a win-win situation for both employees and companies,0,0,0.0,0.0,10,10.0,27.200000000000003,10,3,10,21,0,4.9
Employees can earn more than what they usually earn and will get to learn new which would be out of their primary domain,0,0,0.0,0.0,23,8.695652173913043,51.47826086956522,23,3,23,38,0,4.260869565217392
The companies would be able to keep their costs low through this,0,0,0.0,0.0,12,0.0,25.6,12,1,12,20,0,4.416666666666667
The assessment of employees might change too,0,0,0.0,0.0,7,14.285714285714285,23.314285714285717,7,2,7,14,0,5.428571428571429
Rather than going for an annual performance review the employees might be evaluated based on the tasks they perform,0,0,0.0,0.0,19,15.789473684210526,52.31578947368421,19,5,19,37,0,5.105263157894737
Creativity and innovation are going to be swords for the employees in the new normal world rather than designations in the office,1,0,0.9999990000010001,0.045454543388429844,22,18.181818181818183,58.872727272727275,22,5,22,42,0,4.909090909090909
The other change might be in the services sector,0,0,0.0,0.0,9,0.0,19.200000000000003,9,1,9,14,0,4.444444444444445
The services like which involves maximum human touch will be the one which will be affected most adversely,1,0,0.9999990000010001,0.055555552469135974,18,11.11111111111111,46.84444444444445,18,5,18,32,0,4.944444444444445
The safety concerns and confidence of people over the system are going to be the issue for at least the next few years,1,2,-0.33333322222225925,0.1304347769376184,23,13.043478260869565,52.41739130434783,23,3,23,37,0,4.173913043478261
It also opens the opportunity for something very new,0,0,0.0,0.0,9,22.22222222222222,29.688888888888894,9,2,9,16,0,4.888888888888889
The products which could replace the need for visiting such services centers are going to create a boom in the market,1,0,0.9999990000010001,0.04761904535147403,21,14.285714285714285,52.51428571428571,21,4,21,37,0,4.619047619047619
According to McKinsey the sales for such products are multiplying rapidly,0,0,0.0,0.0,11,18.181818181818183,36.472727272727276,11,2,11,20,0,5.7272727272727275
There are speculations that the economies will tend to become Minimalist economies,0,0,0.0,0.0,12,25.0,42.800000000000004,12,5,12,31,0,5.916666666666667
Lets dig deep into this,0,0,0.0,0.0,5,0.0,9.200000000000001,5,0,5,7,0,3.8
Minimalist economies are the economies where people tend to refrain from purchasing luxurious items and focuses on purchasing necessities more and more,1,0,0.9999990000010001,0.045454543388429844,22,27.27272727272727,71.30909090909091,22,10,22,56,0,5.909090909090909
Well this is the position we are in right now during the pandemic,2,0,0.99999950000025,0.15384614201183525,13,15.384615384615385,32.15384615384615,13,2,13,20,1,4.076923076923077
People are expensing only necessary items like groceries and the demand for luxurious items is way below average,2,0,0.99999950000025,0.11111110493827195,18,27.77777777777778,55.91111111111111,18,6,18,40,0,5.277777777777778
But it would be hard to stay the same as this,0,1,-0.9999990000010001,0.09090908264462885,11,0.0,18.0,11,0,11,13,0,3.1818181818181817
The minimalist economy will result in the deterioration of the economy in the short term,0,1,-0.9999990000010001,0.06666666222222252,15,26.666666666666668,45.866666666666674,15,4,15,29,0,4.933333333333334
It is true that in the minimalist economy the demand might be low but it would be wrong to assume the demand will be zero,0,1,-0.9999990000010001,0.03999999840000006,25,12.0,53.2,25,3,25,37,0,3.88
The high-quality products will gather the attention of the purchasers,1,0,0.9999990000010001,0.09999999000000101,10,30.0,39.6,10,3,10,20,0,6.0
It is evident from past experiences that the economy always finds its way to come back from the mode of minimalist economy,0,0,0.0,0.0,22,18.181818181818183,56.07272727272728,22,5,22,38,0,4.590909090909091
Though this time may take some time it will surely return on track,0,0,0.0,0.0,13,0.0,26.400000000000002,13,0,13,20,0,4.153846153846154
But every trouble comes with an opportunity,0,1,-0.9999990000010001,0.1428571224489825,7,28.57142857142857,28.62857142857143,7,2,7,14,0,5.285714285714286
This is the time for the companies to act now and grab the opportunities the pandemic has brought with him,0,0,0.0,0.0,20,5.0,44.400000000000006,20,3,20,32,0,4.35
But for that companies are required to follow plans formulate strategies to suit their needs and pay more attention to the innovation,1,0,0.9999990000010001,0.045454543388429844,22,13.636363636363635,58.654545454545456,22,6,22,47,0,5.090909090909091
The companies must form plans for the five stages from here,0,0,0.0,0.0,11,0.0,23.6,11,1,11,17,0,4.454545454545454
These stages are 5Rs Resolve Resilience Return Reimagination and Reform,1,0,0.9999990000010001,0.09999999000000101,10,30.0,40.400000000000006,10,3,10,26,0,6.2
Resolve In the resolve phase companies need to formulate a nerve center to combat Corvid itself,0,0,0.0,0.0,16,18.75,45.5,16,4,16,33,0,5.0
The tendency of the company should not be like that they will return only after everything becomes normal,1,0,0.9999990000010001,0.055555552469135974,18,5.555555555555555,44.22222222222223,18,2,18,29,0,4.888888888888889
In most parts of the country permission is granted to the companies for their operations,0,0,0.0,0.0,15,13.333333333333334,40.53333333333333,15,3,15,28,0,4.933333333333334
If they wait for normalcy then bankruptcy might catch them before the normalcy,0,0,0.0,0.0,13,7.6923076923076925,34.276923076923076,13,1,13,19,0,5.076923076923077
Resilience The resilience phase includes maintaining liquidity addressing solvency and grow for sustainability,1,0,0.9999990000010001,0.07692307100591762,13,46.15384615384615,62.46153846153847,13,7,13,39,0,7.538461538461538
All businesses should know when their cash crunch is coming,0,0,0.0,0.0,10,0.0,23.6,10,1,10,16,0,5.0
Addressing these cash crunches will be crucial for the companies,0,0,0.0,0.0,10,20.0,33.6,10,3,10,19,0,5.5
Businesses must take aggressive options to remain solvent,0,1,-0.9999990000010001,0.12499998437500197,8,37.5,37.800000000000004,8,4,8,20,0,6.25
For example the businesses might have cash in their hand but might be poor in operational efficiency then it requires the attention of the company,0,1,-0.9999990000010001,0.03999999840000006,25,16.0,64.8,25,6,25,48,0,4.88
Organizations solving issues of liquidity and solvency will be in a better position to grow with sustainability,2,1,0.33333322222225925,0.17647057785467188,17,23.52941176470588,53.811764705882354,17,5,17,38,0,5.588235294117647
Return In the third phase of return the companies will have to plan for the time when everything will be back on track,0,0,0.0,0.0,23,4.3478260869565215,48.93913043478261,23,2,23,33,0,4.173913043478261
Given the possibility of subsequent waves of coronavirus the companies need new ways of working to prevent identify report and contain future flareups,0,1,-0.9999990000010001,0.04347825897920613,23,30.434782608695656,72.17391304347827,23,8,23,50,0,5.565217391304348
Many industries will face this problem of returning,0,1,-0.9999990000010001,0.12499998437500197,8,12.5,25.400000000000002,8,2,8,15,0,5.5
Staying prepared for resurgence scenarios should include a multi-scenario modeling exercise,0,0,0.0,0.0,11,54.54545454545454,58.21818181818182,11,7,11,33,0,7.363636363636363
Reverting to non-COVID-19 care will require extensive planning and market testing,0,0,0.0,0.0,11,36.36363636363637,46.94545454545455,11,4,11,25,0,6.454545454545454
Reimagine The phase of reimagining will include the learnings from the pandemic,0,0,0.0,0.0,12,41.66666666666667,48.26666666666667,12,5,12,27,0,5.666666666666667
A small virus and the whole economy at the toss,0,1,-0.9999990000010001,0.09999999000000101,10,10.0,22.8,10,1,10,14,0,3.8
The businesses will have to introspect them and must look for advancements in technologies such that this kind of pandemic in the future will not disturb their efficiency too much,0,1,-0.9999990000010001,0.033333332222222255,30,16.666666666666664,78.26666666666667,30,7,30,54,0,5.0
The pandemic has taught us that the decision which took weeks and months in the normal world can be accelerated and can be taken in some days,0,0,0.0,0.0,27,7.4074074074074066,59.36296296296297,27,3,27,42,1,4.2592592592592595
This should become a permanent feature,0,0,0.0,0.0,6,50.0,35.2,6,3,6,14,0,5.5
Cross organizational collaboration has become much easier,1,0,0.9999990000010001,0.1428571224489825,7,57.14285714285714,45.65714285714286,7,4,7,23,0,7.285714285714286
This should stay in the long run,0,0,0.0,0.0,7,0.0,12.8,7,0,7,8,0,3.7142857142857144
Reform The last phase is the reform,2,0,0.99999950000025,0.285714244897965,7,0.0,14.0,7,0,7,10,0,4.142857142857143
In this phase the companies should look at their bottlenecks and try to fix them,0,0,0.0,0.0,15,6.666666666666667,34.66666666666667,15,2,15,23,0,4.4
Also the companies will have to reconsider their relationship with their customers,0,0,0.0,0.0,12,25.0,42.800000000000004,12,4,12,28,0,5.916666666666667
The confidence in their brands they must regain it,1,0,0.9999990000010001,0.11111109876543349,9,22.22222222222222,28.888888888888893,9,2,9,15,0,4.666666666666667
There are three ways to shift work talent and skills to where and when they are needed most thereby building the organizational resilience and agility necessary to navigate uncertain times and rebound with strength when the economy recovers,3,1,0.49999987500003124,0.10526315512465383,38,26.31578947368421,106.5263157894737,38,11,38,76,0,5.342105263157895
Make work portable In this dismal situation it is more important than ever most of the staff should be in the critical tasks,3,2,0.199999960000008,0.21739129489603065,23,17.391304347826086,56.55652173913044,23,4,23,38,0,4.434782608695652
The tasks could be like the customer complaints redressal,1,1,0.0,0.22222219753086697,9,33.33333333333333,36.13333333333333,9,3,9,17,0,5.444444444444445
We know that the customers are the ones who make the businesses successful,1,0,0.9999990000010001,0.07692307100591762,13,15.384615384615385,35.753846153846155,13,3,13,23,1,4.769230769230769
Thus retaining their confidence is the utmost priority,1,0,0.9999990000010001,0.12499998437500197,8,37.5,36.6,8,3,8,18,0,5.875
The organizations can convert some of the staff to address the queries and concerns of customers,0,1,-0.9999990000010001,0.06249999609375024,16,12.5,43.400000000000006,16,3,16,30,0,5.0625
The organizations require to create virtual offices,0,0,0.0,0.0,7,57.14285714285714,43.25714285714286,7,5,7,21,0,6.428571428571429
There should not be the geographical boundaries within the organization,0,0,0.0,0.0,10,20.0,36.4,10,3,10,26,0,6.2
The employees from all over the world from the organization should come together and take the organization back to pre-corvid state,0,0,0.0,0.0,21,19.047619047619047,60.01904761904762,21,5,21,43,0,5.285714285714286
By breaking out of rigid job constraints the right talent and work can be matched to solve evolving business challenges in real-time,3,2,0.199999960000008,0.2272727169421492,22,22.727272727272727,61.89090909090909,22,6,22,39,0,5.045454545454546
Accelerate Automation This was happening before the pandemic too,0,0,0.0,0.0,9,55.55555555555556,47.82222222222222,9,5,9,25,0,6.222222222222222
But accelerating it with pace has now become the need of the hour,0,0,0.0,0.0,13,15.384615384615385,32.15384615384615,13,2,13,22,0,4.076923076923077
The perception that automation is a job-killer is totally wrong and in fact it is the mandatory capability to deal with the crisis,1,2,-0.33333322222225925,0.1304347769376184,23,21.73913043478261,60.695652173913054,23,5,23,41,0,4.695652173913044
Organizations can increase automation in call centers,0,0,0.0,0.0,7,42.857142857142854,38.34285714285715,7,3,7,21,0,6.714285714285714
This will reduce the response time,0,0,0.0,0.0,6,33.33333333333333,26.933333333333334,6,2,6,11,0,4.833333333333333
Share employees in cross-industry exchanges Temporarily moving employees from some industries like airlines restaurants hospitality can be moved to those organizations which have maximum work at this time like healthcare and logistics,3,0,0.9999996666667778,0.0937499970703126,32,25.0,103.60000000000001,32,13,32,78,0,6.34375
To conclude the companies should understand Lives come first but livelihood matters,0,0,0.0,0.0,12,25.0,43.2,12,4,12,27,0,6.0
The pandemic will have some adverse effects on jobs and services but this is not the end,0,1,-0.9999990000010001,0.05882352595155729,17,11.76470588235294,39.90588235294118,17,3,17,26,0,4.235294117647059
The pandemic has brought many opportunities with him and if they are grabbed then the organizations would be in much better position even compared to pre-corvid situations,1,0,0.9999990000010001,0.037037035665294975,27,18.51851851851852,75.80740740740741,27,7,27,56,0,5.37037037037037
The companies need to understand the pandemic is not going to be forever,0,0,0.0,0.0,13,23.076923076923077,38.03076923076923,13,4,13,24,0,4.615384615384615
The last concluding sentence will be corona will bring changes but there will not be a revolution in jobs and services,0,0,0.0,0.0,21,19.047619047619047,54.819047619047616,21,5,21,35,0,4.666666666666667
Blackcoffer Insights 19 Ajay Avaghade IIM Indore,0,0,0.0,0.0,7,42.857142857142854,36.34285714285715,7,3,7,16,0,6.0
Social media is such a staple of our evolving digital culture that its almost hard to imagine a time without updates likes comments and shares,1,1,0.0,0.07999999680000013,25,28.000000000000004,68.0,25,8,25,49,1,4.72
People are more concerned about how their food looks than about how it tastes,0,1,-0.9999990000010001,0.07142856632653098,14,21.428571428571427,39.371428571428574,14,4,14,28,0,4.571428571428571
Thus it has become necessary for any brand to have a social media presence,0,0,0.0,0.0,14,35.714285714285715,43.88571428571429,14,5,14,25,0,4.357142857142857
The phrase Out of sight out of mind has never been so apt than in todays time,0,0,0.0,0.0,17,0.0,30.8,17,0,17,24,0,3.588235294117647
Social media is as much about engagement with other people as it is about sharing content,0,0,0.0,0.0,16,37.5,50.6,16,6,16,32,0,4.625
Its why we call it social media,0,0,0.0,0.0,7,28.57142857142857,23.82857142857143,7,2,7,10,1,3.5714285714285716
Social media engagement simply is the interaction between the customer and the brand on social media platforms,0,0,0.0,0.0,17,47.05882352941176,62.82352941176471,17,8,17,37,0,5.529411764705882
Where else are you going to find a huge database of your target demographic who are already in the mind frame to read click on and share your message,0,0,0.0,0.0,29,13.793103448275861,65.11724137931036,29,4,29,52,0,4.172413793103448
In practicality it is not about a one-off communication but more about the construction of a long-term relationship with your target customers,0,0,0.0,0.0,22,36.36363636363637,71.34545454545456,22,8,22,49,0,5.5
Hence when we talk about such a relationship it is imperative to consider the positive actions of users as a reaction of any brands engagement tactics,1,0,0.9999990000010001,0.03846153698224858,26,30.76923076923077,72.3076923076923,26,8,26,52,1,4.8076923076923075
A fundamental customer journey can be envisaged in the form of customer funnel,0,0,0.0,0.0,13,30.76923076923077,43.50769230769231,13,5,13,26,0,5.076923076923077
The touchpoints available at every step can be shown as AwarenessConsideration DecisionPurchase Post-purchase Touchpoints Word of mouth social media regular advertisements on the customer journey map Congruence with perceived and offered benefits cost-benefit analysis value propositionPlace and time utility loyalty towards product switching costs Retail/on-portal conversion levers customer schemes Dissonance purchase complexity To understand the reach of social media by the use of numbers Most popular social networks worldwide as of July 2020 ranked by number of active users in millions How many retweets on Twitter,4,1,0.599999880000024,0.05813953420767984,86,39.53488372093023,264.6139534883721,86,36,86,202,0,6.244186046511628
How many reactions to the post on Facebook,0,0,0.0,0.0,8,25.0,26.8,8,2,8,14,0,4.375
How many likes on Instagram,1,0,0.9999990000010001,0.199999960000008,5,20.0,18.8,5,1,5,8,0,4.6
How many shares on Linked In,0,0,0.0,0.0,6,0.0,11.200000000000001,6,0,6,8,0,3.8333333333333335
This seems to be the new age Resume,0,0,0.0,0.0,8,12.5,19.0,8,1,8,12,0,3.5
Thus a good question or mystery for any brand is how to measure their social media engagement,1,1,0.0,0.11764705190311459,17,29.411764705882355,48.964705882352945,17,5,17,32,0,4.529411764705882
As with most online actions its often difficult to measure offline benefits,1,1,0.0,0.16666665277777895,12,50.0,50.0,12,6,12,26,0,5.333333333333333
More often than not the online campaigns do not drive any conversions on the same day/week but a user may see those posts and become more familiar with the brand,0,0,0.0,0.0,30,20.0,72.4,30,6,30,52,0,4.4
That familiarity later on might result in him choosing that brand over an unknown competitor,0,1,-0.9999990000010001,0.06666666222222252,15,20.0,44.800000000000004,15,3,15,28,0,5.2
Social media engagement as a result helps businesses in developing their brands personality improves visibility and becomes its voice,1,0,0.9999990000010001,0.05263157617728546,19,36.84210526315789,67.93684210526315,19,10,19,46,0,6.052631578947368
Customers exhibit dynamic behavior based on the type of product,1,0,0.9999990000010001,0.09999999000000101,10,30.0,37.2,10,3,10,20,0,5.4
It could range from picking and variety-seeking to high involvement processes comprising extensive information search,0,0,0.0,0.0,15,33.33333333333333,60.133333333333326,15,6,15,38,0,6.866666666666666
Top of the mind recall rules due to this purchasing behavior implies that targeted advertising and marketing is extremely important,2,0,0.99999950000025,0.09999999500000024,20,30.0,64.4,20,8,20,41,0,5.6
No one engagement strategy can be applied across brands,0,0,0.0,0.0,9,11.11111111111111,26.444444444444446,9,2,9,17,0,5.222222222222222
Each brands strategy must differ based on what the brand is trying to sell its target customers and the beliefs of the brand,0,0,0.0,0.0,23,8.695652173913043,53.07826086956521,23,2,23,32,0,4.434782608695652
Some of the key aspects of marketing strategy that we have influenced as vital cogs in the digital marketing wheel are Influencer Marketing Influencer marketing involves a brand collaborating with an online influencer to market one of its products or services,0,0,0.0,0.0,41,24.390243902439025,113.35609756097561,41,13,41,83,1,5.341463414634147
Here the audience doesnt care much about your brand but the opinions of the influencers,0,0,0.0,0.0,15,26.666666666666668,45.46666666666667,15,4,15,31,0,4.866666666666666
An influencer as being someone who has The power to affect the purchasing decisions of others because of their knowledge position authority or relationship with their audience,0,0,0.0,0.0,27,37.03703703703704,84.81481481481482,27,10,27,63,0,5.518518518518518
a following in a distinct niche with whom they regularly engage,0,0,0.0,0.0,11,27.27272727272727,36.10909090909091,11,3,11,19,0,4.818181818181818
The size of the following depends on the size of their topic of the niche,0,0,0.0,0.0,15,6.666666666666667,31.86666666666667,15,1,15,23,0,3.933333333333333
2017 saw Chanel being named as the most influential luxury brand on social media,2,0,0.99999950000025,0.14285713265306196,14,21.428571428571427,40.57142857142858,14,3,14,25,0,4.785714285714286
Since then it has continued to grow and diversify its portfolio while providing constant engagement to its plethora of followers especially on Instagram,0,0,0.0,0.0,23,34.78260869565217,74.71304347826087,23,9,23,48,0,5.6521739130434785
Cross-Channel Marketing Cross-channel marketing or multi-channel marketing is the practice of using multiple channels to reach an audience,0,0,0.0,0.0,18,50.0,75.2,18,9,18,42,0,6.722222222222222
Because not everyone uses every single platform its a good idea to have a presence on a few and share some of the same content across the different networks,1,0,0.9999990000010001,0.034482757431629055,29,17.24137931034483,69.29655172413793,29,5,29,53,0,4.413793103448276
What makes a difference in this marketing strategy is the choice of platforms,0,0,0.0,0.0,13,23.076923076923077,40.03076923076924,13,3,13,23,0,5.0
Apart from using basics like Facebook Instagram and Twitter a clever use of Spotify YouTube or IGTV to showcase the brand can make a real difference,2,0,0.99999950000025,0.07692307396449716,26,19.230769230769234,66.8923076923077,26,5,26,49,0,4.730769230769231
The luxury vehicle brand Land Rovers cross-channel marketing includes the Google Display Network homepage masthead and Masthead in Lightbox ads on YouTube and visibility through mobile search and Google+,1,0,0.9999990000010001,0.034482757431629055,29,37.93103448275862,96.37241379310345,29,12,29,63,0,6.0344827586206895
The brands digital campaign included four different influencers who created visual content for their blogs by taking trips to places like Glacier National Park and the Appalachian Mountains and Land Rovers microsite,1,0,0.9999990000010001,0.031249999023437534,32,31.25,98.5,32,12,32,68,0,5.75
Their cross-channel efforts resulted in 100 million impressions from YouTube and a 10% increase in search ad CTR,0,0,0.0,0.0,19,26.31578947368421,55.32631578947369,19,6,19,33,0,5.0
Further results found that online leads from its digital channel efforts now account for 15% of the brands total sales,1,0,0.9999990000010001,0.04761904535147403,21,14.285714285714285,52.91428571428571,21,3,21,33,0,4.714285714285714
Informative The content created on social media must add some value addition to the customers,0,0,0.0,0.0,15,40.0,53.2,15,7,15,34,0,5.266666666666667
The brand must constantly keep informing the customers about their existing products new products achievements of the brands or even casual content,1,0,0.9999990000010001,0.045454543388429844,22,27.27272727272727,69.70909090909092,22,6,22,43,0,5.7272727272727275
There should be Wow I didnt know this factor,1,0,0.9999990000010001,0.11111109876543349,9,0.0,17.6,9,0,9,12,1,4.0
Only then will they become regular followers of the brand,0,0,0.0,0.0,10,30.0,34.800000000000004,10,3,10,16,0,4.8
An example of this would be a cosmetic brand posting make-up tutorials,0,0,0.0,0.0,12,33.33333333333333,41.333333333333336,12,4,12,23,0,4.916666666666667
Fenty Beauty is one such prime example which has built up to 1,1,0,0.9999990000010001,0.07692307100591762,13,15.384615384615385,30.953846153846158,13,2,13,19,0,3.8461538461538463
4m followers within just 4 days of its launch eventually garnering close to 10m followers with Rihanna being one of their icons,0,0,0.0,0.0,22,22.727272727272727,59.89090909090909,22,5,22,37,0,4.818181818181818
Involving customers & engaging them Customer is King is a known concept,1,0,0.9999990000010001,0.08333332638888948,12,33.33333333333333,41.733333333333334,12,4,12,20,0,5.0
It is the foundation of traditional marketing,0,0,0.0,0.0,7,42.857142857142854,35.142857142857146,7,3,7,17,0,5.571428571428571
So while we shift to Social platforms brands must not forget them,0,0,0.0,0.0,12,8.333333333333332,29.333333333333332,12,1,12,17,1,4.5
Understanding their needs addressing them inviting them to respond and take part in the brands online activities while keeping it interesting and entertaining for the customer is the key,2,0,0.99999950000025,0.06896551486325811,29,27.586206896551722,85.43448275862069,29,9,29,58,0,5.448275862068965
Founder and CEO of Glossier Emily Weiss described the brand as the first socially-driven beauty brand,1,0,0.9999990000010001,0.06249999609375024,16,25.0,50.400000000000006,16,5,16,31,0,5.375
Glossier was certainly the pioneer in the term Instagram brands using the platform not only to build awareness but also to have focused conversation with the customer,0,0,0.0,0.0,27,25.925925925925924,76.77037037037037,27,8,27,52,0,5.185185185185185
Glossier often crowdsources product development asking its Instagram followers what theyd like to see next,1,0,0.9999990000010001,0.06666666222222252,15,26.666666666666668,53.06666666666666,15,5,15,32,0,6.133333333333334
Dynamic The content creation must be dynamic and suitable for the current season festival or event that is happening,3,0,0.9999996666667778,0.15789472853185638,19,26.31578947368421,56.92631578947369,19,5,19,36,0,5.157894736842105
People must be able to relate to the posts and they must get excited after seeing it,1,0,0.9999990000010001,0.05882352595155729,17,17.647058823529413,40.65882352941177,17,4,17,27,0,4.0
Starbucks does a marvelous job when it comes to being dynamic,2,0,0.99999950000025,0.1818181652892577,11,9.090909090909092,28.03636363636364,11,1,11,19,0,4.636363636363637
Their one-off recipes and continuous hype around seasonal events and related drinks have won them a silver IPA Effectiveness award for its social strategy in 2018,3,1,0.49999987500003124,0.15384614792899431,26,23.076923076923077,74.03076923076922,26,8,26,53,0,5.269230769230769
The launch of its now iconic Unicorn Frappuccino spurred on the trend of brands deliberately creating Instagrammable food and drink,0,0,0.0,0.0,20,30.0,64.4,20,6,20,40,0,5.6
As a result there are now 557232 posts using the hashtag #PumpkinSpiceLatte,0,0,0.0,0.0,13,7.6923076923076925,33.07692307692308,13,1,13,21,0,4.923076923076923
Product focussed Now of course the real motive behind any marketing activity is to eventually sell the product,0,0,0.0,0.0,18,27.77777777777778,55.111111111111114,18,6,18,35,0,5.166666666666667
So it becomes extremely important to not lose the essence of the product while marketing,1,1,0.0,0.13333332444444504,15,26.666666666666668,45.866666666666674,15,5,15,28,0,4.933333333333334
In simple terms the content or strategy must not leave the customer confused about what the brand actually does or what it is trying to sell,0,1,-0.9999990000010001,0.03846153698224858,26,15.384615384615385,62.15384615384616,26,5,26,40,0,4.423076923076923
To support the product-centric statement Oreo is the best example,2,0,0.99999950000025,0.19999998000000202,10,40.0,42.0,10,4,10,20,0,5.6
Oreos social media strategy has never diverged from its original formula,0,0,0.0,0.0,11,45.45454545454545,46.981818181818184,11,6,11,26,0,5.636363636363637
Completely product-focused and yet always creative the brand continuously finds ways to put its cookies center stage,1,0,0.9999990000010001,0.05882352595155729,17,17.647058823529413,53.458823529411774,17,5,17,36,0,5.882352941176471
The Daily Twist campaign to mark its 100th birthday saw the brand turn its Oreo cookie into something of cultural relevance for 100 days including Elvis Presley a baseball and a rainbow flag in support of Pride,2,1,0.33333322222225925,0.08108107888970058,37,24.324324324324326,93.72972972972974,37,9,37,62,0,4.702702702702703
Visuals A picture is worth 1000 words,1,0,0.9999990000010001,0.1428571224489825,7,28.57142857142857,26.228571428571428,7,2,7,10,0,4.428571428571429
This adage has never been more apt than in the age of social media,0,0,0.0,0.0,14,21.428571428571427,34.971428571428575,14,3,14,24,0,3.7857142857142856
This is why visuals are so important in any marketing strategy,1,0,0.9999990000010001,0.09090908264462885,11,27.27272727272727,35.70909090909091,11,3,11,18,0,4.7272727272727275
You can talk about a product all day but until youre able to put it in front of someones eyes its not going to have nearly the same effect,0,0,0.0,0.0,29,6.896551724137931,57.95862068965518,29,3,29,46,0,3.793103448275862
Visual content marketing is a great way to make this happen and can be broken down into six basic types- comics memes infographics photos videos and visual note-taking,1,1,0.0,0.07142856887755111,28,21.428571428571427,75.37142857142857,28,6,28,52,0,5.0
Coca-Cola has been a leader and trendsetter in the visual content marketing space for years,0,0,0.0,0.0,15,33.33333333333333,49.733333333333334,15,5,15,30,0,5.133333333333334
The 2020 initiative video paved the way for multiway communication as opposed to the single way process that was prevalent,0,0,0.0,0.0,20,25.0,58.800000000000004,20,6,20,40,0,5.15
Product demonstration The barrier for electronic platforms has always been the loss of touch,0,1,-0.9999990000010001,0.07142856632653098,14,21.428571428571427,45.371428571428574,14,3,14,28,0,5.642857142857143
